DepartmentName,JobTitle,Zip,Salary,,,
BPS Condon Elementary,Teacher,01810,"$103,492.87 ",,,
BPS South Boston High,Part-Time Cafeteria Attendant,02122,"$24,255.10 ",,,
Warren/Prescott K-8,Teacher,01880,"$104,733.21 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02119,"$49,115.05 ",,,
BPS Condon Elementary,Teacher,02131,"$94,459.36 ",,,
Boston Retirement System,Board Member(Ret),02127,"$4,500.08 ",,,
BPS South Boston HS - Excel,Staff Asst (B),02136,"$70,757.28 ",,,
BPS Mason Elementary,Teacher,02119,"$102,051.14 ",,,
Lyndon K-8,Teacher,02126,"$95,341.39 ",,,
Greater Egleston High,Teacher,02121,"$97,674.74 ",,,
Mission Hill K-8,Teacher,01257,"$68,283.81 ",,,
BPS Conley Elementary,Paraprofessional,02132,"$28,484.97 ",,,
BPS Higginson Elementary,Teacher,02126,"$95,716.92 ",,,
Parks Department,Park Maint Foreprs##,02062,"$51,735.20 ",,,
BPS Facility Mgmt/A & R,Sen Supv-Sch Bld Plmg & Gsftg,01721,"$86,698.18 ",,,
BPS Quincy Elementary,Teacher,02136,"$99,116.20 ",,,
BPS South Boston HS - Excel,Asst Headmaster,02368,"$114,406.29 ",,,
BPS Ellis Elementary,Specialist (BTU),02359,"$92,135.85 ",,,
Baldwin ELC,Library Paraprofessional,02130,"$26,038.69 ",,,
Public Works Department,Sr Admin Asst,02026,"$50,117.04 ",,,
BPS Labor Relations,Attorney (D),02124,"$107,037.53 ",,,
BPS Chittick Elementary,Teacher,02130,"$73,387.24 ",,,
Mission Hill K-8,Teacher,02368,"$102,517.50 ",,,
BPS Philbrick Elementary,Lunch Hour Monitors,02126,"$1,451.10 ",,,
Boston Public Library,Manager of Online Web Serv,02130,"$108,717.17 ",,,
BPS Snowden International Hi,Headmaster,02121,"$128,434.09 ",,,
Mattapan Early Elementary,Lunch Hour Monitors,02121,"$7,490.44 ",,,
BPS School Safety Service,Sergeant-Bps Police,02152,"$76,040.98 ",,,
Greater Egleston High,Teacher,02124,"$88,368.58 ",,,
BPS McCormack Middle,Nurse,02368,"$91,494.65 ",,,
Boston Fire Department,Fire Fighter-AdvanceTechnician,02458,"$108,893.62 ",,,
Boston Fire Department,Fire Lieutenant,02155,"$124,947.70 ",,,
BPS Horace Mann,Teacher,01702,"$104,946.13 ",,,
Boston Retirement System,Prin Accountant,02136,"$69,215.28 ",,,
Boston Fire Department,Fire Fighter,01921,"$94,154.13 ",,,
BPS Snowden International Hi,Teacher,02113,"$103,189.31 ",,,
Boston Cntr - Youth & Families,Youth Worker,02126,"$48,263.44 ",,,
Edison K-8,Paraprofessional,02134,"$33,100.10 ",,,
BPS Philbrick Elementary,Teacher,02122,"$54,318.34 ",,,
Boston Public Library,Library Aide,02136,"$2,368.00 ",,,
BPS Latin Academy,Teacher,02332,"$100,167.44 ",,,
BPS Holmes Elementary,Teacher,02171,"$75,880.51 ",,,
Boston Police Department,ChCommEquipOper I (SCTT),02126,"$59,017.79 ",,,
Info & Instr Technology,Specialist (C),01821,"$93,029.71 ",,,
BPS Winthrop Elementary,Lunch Hour Monitors,02122,"$7,849.76 ",,,
BPS Mendell Elementary,Lead Satellite Attendant B,02121,"$24,249.63 ",,,
Transportation-Parking Clerk,Claims Investigator(Opc),02125,"$36,102.94 ",,,
Traffic Division,Parking Meter Supervisor,02125,"$53,376.86 ",,,
BPS East Boston High,Teacher,01841,,,,
BPS Taylor Elementary,Teacher,02186,"$92,135.85 ",,,
BPS Tynan Elementary,Teacher,02121,"$88,338.47 ",,,
Young Achievers K-8,Community Field Coordinator,02119,"$56,912.84 ",,,
Boston Cntr - Youth & Families,Athletic Assistant,02124,"$40,991.73 ",,,
BPS Condon Elementary,Prin Clerk/School Sec 19,02124,"$52,144.75 ",,,
Gardner Pilot  Academy,Teacher,02451,"$93,558.01 ",,,
BPS Facility Management,Jr Custodian,02127,"$50,061.61 ",,,
Traffic Division,Parking Meter Opr Person I##,02125,$713.09 ,,,
Boston Cntr - Youth & Families,Athletic Director,02148,"$47,037.92 ",,,
Assessing Department,Supv-Asst Assessors,02125,"$67,137.10 ",,,
Boston Cntr - Youth & Families,Athletic Assistant,02129,"$41,408.95 ",,,
"Kennedy, EM Health Academy",Teacher,02124,"$104,742.43 ",,,
BPS O'Bryant School,Teacher,02302,"$51,471.41 ",,,
Elderly Commission,Dep Commissioner of Finance,02119,"$79,999.96 ",,,
Henderson Elementary,Paraprofessional,02127,"$36,278.75 ",,,
BPS Brighton High,Teacher,02453,"$107,572.68 ",,,
BPS Boston Latin,Guidance Counselor(1),02126,"$95,341.39 ",,,
BPS Conley Elementary,Teacher,02155,"$92,135.85 ",,,
BPS Irving Middle,Paraprofessional,02130,"$32,101.80 ",,,
BPS Facility Management,Recyle Oper 12,02121,"$34,821.64 ",,,
Boston Cntr - Youth & Families,Youth Worker,02118,"$48,404.27 ",,,
Inspectional Services Dept,Envrnmntl Health Inspector I,02127,"$56,008.40 ",,,
Young Achievers K-8,Community Field Coordinator,02122,"$65,610.30 ",,,
Boston Police Department,Police Dispatcher,02532,"$77,246.58 ",,,
Curley K-8,Paraprofessional,02126,"$27,737.81 ",,,
BPS Human Resource Team,Teacher,01760,"$73,269.85 ",,,
BPS Conley Elementary,Teacher,02128,"$101,698.29 ",,,
BPS Boston Evening Academy,Teacher,02191,"$90,694.12 ",,,
BPS Ellis Elementary,Part-Time Cafeteria Attendant,02136,"$14,090.85 ",,,
Enrollment Services,Assignment Transfer Spec.,02119,"$94,159.03 ",,,
Dpt of Innovation & Technology,Sr Data Proc Sys Anl (ASD/DPU),02322,"$113,451.84 ",,,
BPS Trotter Elementary,Lunch Hour Monitors,02119,"$8,374.92 ",,,
Haynes EEC,Lead Satellite Attendant B,02067,"$26,806.38 ",,,
Parks Department,Exec  Asst  (CC),01902,"$81,308.35 ",,,
BPS Horace Mann,Teacher,01801,"$99,920.07 ",,,
Parks Department,Park Keeper,02301,"$43,321.38 ",,,
Boston Cntr - Youth & Families,Program Supervisor,02121,"$67,780.38 ",,,
Boston Fire Department,Prin Fire Alarm Operator,02124,"$141,675.33 ",,,
Boston Fire Department,Fire Alarm Operator,02703,"$110,462.18 ",,,
Boston Fire Department,Sr Fire Alarm Operator,02124,"$129,386.84 ",,,
UP Academy Holland,Part-Time Cafeteria Attendant,02119,"$13,056.30 ",,,
BPS Charlestown High,Community Field Coordinator,02122,"$23,137.64 ",,,
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,02120,"$8,540.76 ",,,
Alighieri Montessori School,Prin Clerk/School Sec 19,01844,"$42,212.01 ",,,
Achievement Gap,Teacher,02145,"$28,440.62 ",,,
BPS Brighton High,Paraprofessional,02138,"$39,012.42 ",,,
BPS Russell Elementary,Paraprofessional,02370,"$28,736.50 ",,,
Warren/Prescott K-8,Teacher,02116,"$99,789.74 ",,,
Baldwin ELC,Teacher,02136,"$97,674.74 ",,,
BPS Horace Mann,Sign Language Interpreter,02135,"$53,688.76 ",,,
Property Management,MaintMechPaint(PMDGraffRemoval,02124,"$44,586.19 ",,,
BPS Facility Management,Part-Time Custodian,02119,$243.72 ,,,
BPS Orchard Gardens K-8 Pilot,Teacher,02171,"$101,801.99 ",,,
BPS Hennigan Elementary,Prin Clerk/School Sec 19,02301,"$50,879.34 ",,,
BPS Orchard Gardens K-8 Pilot,Director (D) (non-ac),02135,"$102,989.39 ",,,
BPS Condon Elementary,Principal Elementary,02140,"$151,103.41 ",,,
Tobin K-8,Teacher,02149,"$97,703.98 ",,,
Edison K-8,Lunch Hour Monitors,02121,$919.03 ,,,
BPS Facility Management,Sen Cust C/Nights,02125,"$52,457.71 ",,,
Parks Department,Maint Mech Frprs (Welder),02124,"$57,279.41 ",,,
Boston Police Department,Communic. EquipOp II 9II(SS),02134,"$51,755.91 ",,,
Consumer Affairs & Licensing,Receptionist/Secretary,02127,"$5,274.09 ",,,
BPS East Boston High,Student Dev Counselor (1),02127,"$71,931.74 ",,,
Kilmer K-8,Specialist (BTU),02132,"$76,720.27 ",,,
BPS Irving Middle,Prin Clerk/School Sec 19,02130,"$60,541.65 ",,,
Elderly Commission,Driver,02126,"$43,224.34 ",,,
Warren/Prescott K-8,Teacher,01720,"$75,564.24 ",,,
West Roxbury Academy,Teacher,02215,"$93,017.63 ",,,
Frederick Pilot Middle,Teacher,02136,"$95,279.17 ",,,
Parks Department,Park Keeper,02122,"$39,020.86 ",,,
Dudley St. Neighborhood School,Teacher,02136,"$24,695.55 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,01905,"$23,380.76 ",,,
BPS South Boston HS - Excel,Teacher,01945,,,,
BPS Condon Elementary,Nurse,02127,"$99,116.20 ",,,
BPS Madison Park High,Community Field Coordinator,02122,"$69,982.26 ",,,
UP Academy Dorchester,Teacher,02121,"$30,364.65 ",,,
Public Works Department,Hvy Mtr Equi Repairpr Class II,02136,"$70,355.59 ",,,
BPS Latin Academy,Teacher,02128,"$95,950.35 ",,,
Boston Fire Department,Fire Fighter,02343,"$105,936.07 ",,,
BPS Facility Management,Sen Cust C,02472,"$58,133.08 ",,,
BPS Facility Management,Head Grounds Keeper,02132,"$71,911.26 ",,,
Boston Police Department,Police Offc Mobile Offc 2$6,02113,"$88,977.74 ",,,
Boston Police Department,Exec Sec (B.P.D.),02131,"$64,007.34 ",,,
BPS Brighton High,Community Field Coordinator,02135,"$73,630.01 ",,,
BPS Facility Management,Sen Cust C/Nights,02382,"$60,106.89 ",,,
BPS Facility Management,Sen Cust C,02134,"$38,669.99 ",,,
Public Works Department,Motor Equip Oper & Pw Lbr,02119,"$35,068.35 ",,,
BPS Russell Elementary,Teacher,01921,"$74,485.97 ",,,
Public Works Department,Motor Equip Oper & Pw Lbr,02121,"$39,248.74 ",,,
Boston Police Department,Exec Asst (BPD),02136,"$120,412.36 ",,,
BPS Latin Academy,Teacher,02136,"$88,368.58 ",,,
Elderly Commission,Dep Commissioner of Operations,02124,"$80,315.98 ",,,
BPS Latin Academy,Teacher,02301,"$95,341.39 ",,,
BPS Special Education,ABA Specialist (BTU),02184,"$51,271.66 ",,,
BPS Sumner Elementary,Part-Time Cafeteria Attendant,02136,"$17,251.96 ",,,
Boston Police Department,Communic. EquipOp II 9II(SS),02210,"$51,403.76 ",,,
Boston Public Library,Budget & Procurement Manager,02114,"$100,074.91 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,01776,"$18,760.85 ",,,
BPS Adams Elementary,Teacher,01876,"$92,164.15 ",,,
BPS East Boston High,Teacher,01902,"$85,790.60 ",,,
King K-8,Teacher,02155,"$87,915.51 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02149,"$55,949.74 ",,,
BPS Holmes Elementary,Paraprofessional,02368,"$38,157.29 ",,,
Property Management,Security Offc (Prot Ser),02115,"$48,873.50 ",,,
BPS Bates Elementary,Lunch Hour Monitors,02124,"$2,487.60 ",,,
BPS Lee Elementary,Teacher,02132,"$97,465.98 ",,,
Edison K-8,Paraprofessional,02476,"$5,957.56 ",,,
BPS Latin Academy,Teacher,02351,"$88,368.58 ",,,
Election Division,Asst Reg Voters,02302,"$44,660.61 ",,,
WREC: Urban Science Academy,Teacher,02719,"$95,341.39 ",,,
BPS English High,Teacher,02186,"$104,199.09 ",,,
Warren/Prescott K-8,Teacher,01867,"$97,465.98 ",,,
BPS Charlestown High,Guidance Counselor(1),01801,"$80,401.62 ",,,
West Roxbury Academy,Teacher,02126,"$77,493.15 ",,,
BPS Community Academy,Social Worker/Coordinator,02152,"$97,674.74 ",,,
Early Learning Services,Sen Specialist  (D),02124,"$100,986.29 ",,,
BPS Mason Elementary,Community Field Coordinator,02119,"$50,568.59 ",,,
Cemetery Division,Grave Digger,02136,"$43,937.71 ",,,
Haley Pilot,Teacher,02359,"$95,341.39 ",,,
BPS Mendell Elementary,Principal Elementary,02186,"$130,287.92 ",,,
Boston Police Department,Police Dispatcher,02048,"$70,345.16 ",,,
Boston Cntr - Youth & Families,Building Asst,02301,"$40,804.40 ",,,
Roosevelt K-8,Teacher,02130,"$105,718.15 ",,,
Boston Public Library,Generalist II,02124,"$71,462.60 ",,,
Newcomers Academy,Teacher,02122,"$64,073.12 ",,,
BPS Boston Latin,Guidance Counselor(1),02128,"$91,170.03 ",,,
BPS Health and Wellness,Asst Director (D) (non ac),02122,"$99,736.21 ",,,
Neighborhood Development,HMIS Administrator,02127,"$88,103.61 ",,,
BPS Lee Elementary,Teacher,02481,"$63,793.82 ",,,
Gardner Pilot  Academy,Teacher,02050,"$103,070.57 ",,,
Traffic Division,Vehicle Impound Specialist ##,02122,"$47,898.40 ",,,
BPS McCormack Middle,Community Field Coordinator,02119,"$53,124.77 ",,,
Boston Fire Department,Data Proc Equip Tech,02129,"$52,267.88 ",,,
Assessing Department,Asst Assessor,02072,"$29,152.38 ",,,
Boston Cntr - Youth & Families,Dep Comm,02128,"$97,850.03 ",,,
BPS Bradley Elementary,Teacher,01949,"$94,270.97 ",,,
Boston Cntr - Youth & Families,Maint Worker/Custodian,02125,"$44,636.23 ",,,
BPS Dearborn Middle,Social Worker/Coordinator,02128,"$98,178.27 ",,,
Boston Fire Department,Fire Captain-Technician,02021,"$139,117.49 ",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02132,"$87,940.42 ",,,
Boston Police Department,Exec Sec (B.P.D.),02128,"$64,007.35 ",,,
Assessing Department,Sr Data Proc Sys Anl,02119,"$97,647.08 ",,,
BPS Welcome Services,Director (D) (non-ac),02121,"$98,081.56 ",,,
BPS Facility Management,Jr Cust/Nights,02135,"$50,291.72 ",,,
Public Facilities Department,Clerk of Works II (PFD),02129,"$79,075.63 ",,,
Tech Boston Academy,Teacher,02136,"$89,449.66 ",,,
BPS Facility Management,Sen Cust C/Nights,03038,"$55,682.98 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02131,"$77,691.17 ",,,
Law Department,Asst Corp Counsel I,02130,"$47,391.03 ",,,
BPS Fenway High,Community Field Coordinator,02139,"$40,612.86 ",,,
Boston Cntr - Youth & Families,Asst Pool Manager,02132,"$61,636.25 ",,,
Inspectional Services Dept,Wire Inspector,02136,"$82,346.52 ",,,
Hurley K-8,Teacher,02189,"$91,318.49 ",,,
Public Works Department,Highway Maint Frprs (Pwd)##,02136,"$56,941.23 ",,,
BPS Facility Mgmt/A & R,Sen Supv Schl Bldg Electrical,02760,"$76,415.25 ",,,
BPS Special Education,ABA Specialist (BTU),02124,"$44,434.33 ",,,
BPS Horace Mann,Paraprofessional,01749,"$37,936.83 ",,,
BPS Murphy Elementary,Teacher,02152,"$106,825.72 ",,,
BPS Otis Elementary,Prin Clerk/School Sec 19,02119,"$52,091.84 ",,,
Perry K-8,Teacher,02184,"$92,135.85 ",,,
BPS Fenway High,Teacher,013068,,,,
BPS Community Academy,Teacher,02382,"$94,694.12 ",,,
BPS Athletics,Director (BASAS 11B),02090,"$125,455.98 ",,,
BPS Mckay Elementary,Teacher,01748,"$96,783.12 ",,,
BPS Holmes Elementary,Principal Elementary,02021,"$130,484.19 ",,,
Curley K-8,Principal Middle,02124,"$151,903.43 ",,,
BPS O'Bryant School,Teacher,012208,,,,
BPS Perkins Elementary,Teacher,02126,"$114,845.12 ",,,
BPS South Boston HS - Excel,Teacher,02131,"$100,256.59 ",,,
BPS Trotter Elementary,Teacher,02122,"$67,188.48 ",,,
BPS Brighton High,Teacher,02145,"$99,162.42 ",,,
Public Works Department,Laborer Seasonal  (PW),02116,"$8,592.58 ",,,
BPS Timilty Middle,Teacher,02476,,,,
Gardner Pilot  Academy,Program Director (C),02472,"$114,620.10 ",,,
Mattapan Early Elementary,Teacher,02356,"$106,147.42 ",,,
Curley K-8,Specialist (BTU),02143,"$97,437.35 ",,,
Cemetery Division,Prin Clerk & Typist,02132,"$43,563.50 ",,,
Boston Public Library,Dir of Library Services,02130,"$139,244.08 ",,,
BPS Edwards Middle,Teacher,02458,"$106,584.39 ",,,
Lyndon K-8,Teacher,01702,"$94,526.04 ",,,
BPS Charlestown High,Teacher,03833,"$47,670.60 ",,,
Diplomas Plus,Teacher,02368,"$105,705.03 ",,,
HPEC: Com Acd Science & Health,Teacher,02021,"$100,256.59 ",,,
BPS Clap Elementary,Teacher,02141,"$97,606.71 ",,,
Parks Department,Laborer (Park),02121,"$38,729.11 ",,,
BPS Boston International HS,Prin Clerk/School Sec 21,02125,"$51,860.64 ",,,
BPS New Mission Pilot,Prin Clerk/School Sec 21,02132,"$51,860.64 ",,,
Diplomas Plus,Teacher,02451,"$97,674.74 ",,,
BPS New Mission Pilot,Teacher,02124,"$103,096.76 ",,,
BPS Russell Elementary,Teacher,02184,"$99,116.20 ",,,
BPS Edwards Middle,Social Worker/Coordinator,01701,"$114,435.57 ",,,
Tech Boston Academy,Teacher,02184,"$95,276.20 ",,,
BPS McKinley Middle,Teacher,02210,"$98,115.66 ",,,
BPS Everett Elementary,Teacher,02125,"$91,605.27 ",,,
BPS McCormack Middle,Teacher,02125,,,,
BPS Transportation,Manager (C) (non-ac),02115,"$55,119.88 ",,,
Parks Department,MaintMechaFrprs(Machi/Parks),02136,"$55,192.50 ",,,
HPEC: Com Acd Science & Health,Teacher,02026,"$95,341.39 ",,,
BPS Timilty Middle,Teacher,03062,"$108,604.84 ",,,
BPS Quincy Elementary,Teacher,02127,"$76,248.74 ",,,
BPS Fenway High,Teacher,02145,"$105,074.17 ",,,
BPS Dearborn Middle,Headmaster,02186,"$140,061.51 ",,,
BPS Counseling Service,School Psychologist(1),02140,"$103,070.57 ",,,
Green Academy,Teacher,02116,"$88,368.58 ",,,
HPEC: Com Acd Science & Health,Rotc Instructor,02072,"$102,051.14 ",,,
Green Academy,Teacher,02144,"$72,028.15 ",,,
BPS Condon Elementary,Teacher,03103,"$103,492.87 ",,,
West Roxbury Academy,Teacher,02184,"$66,022.90 ",,,
BPS Trotter Elementary,Teacher,02186,"$95,902.13 ",,,
BPS Boston Evening Academy,Teacher,01721,"$95,341.39 ",,,
BPS Holmes Elementary,Teacher,02026,"$111,118.87 ",,,
Frederick Pilot Middle,Teacher,02026,"$92,202.53 ",,,
BPS Harvard/Kent Elementary,Teacher,02367,"$104,580.48 ",,,
BPS Burke High,Teacher,02169,,,,
BPS English High,Coord-Manager (B),02136,"$75,568.42 ",,,
Boston Fire Department,Supv -  Management Svcs,02122,"$61,528.93 ",,,
BPS Edwards Middle,Teacher,02459,"$102,193.06 ",,,
Hernandez K-8,Teacher,02152,"$99,116.20 ",,,
BPS Horace Mann,Program Director (Basas 9A),02113,"$116,021.12 ",,,
Eliot K-8,Paraprofessional,02136,"$31,548.25 ",,,
BPS Quincy Elementary,Teacher,03087,"$92,135.85 ",,,
BPS Special Education,Prin Clerk Typist 19,02126,"$50,393.65 ",,,
BPS Facility Management,Part-Time Custodian,02130,"$10,331.02 ",,,
Property Management,Contract Manager,02132,"$79,238.44 ",,,
BPS South Boston HS - Excel,Teacher,02122,,,,
West Zone ELC,Surround Care Paraprofessional,02492,"$40,526.32 ",,,
Henderson Elementary,Director Of Instruction,02186,"$102,092.21 ",,,
BPS Boston Latin,Program Director (Basas 9A),02132,"$116,993.08 ",,,
BPS South Boston HS - Excel,Headmaster,02136,"$140,766.13 ",,,
BPS Guild Elementary,Teacher,02043,"$106,499.49 ",,,
Fair Housing & Equity,Member-Fair Housing Comm,02127,"$3,200.00 ",,,
BPS Bates Elementary,Teacher,02169,"$103,492.87 ",,,
Henderson Elementary,Teacher,02125,"$33,070.24 ",,,
Dudley St. Neighborhood School,Teacher,02170,"$90,694.12 ",,,
BPS Special Education,ABA Specialist (BTU),02026,"$74,222.98 ",,,
BPS Philbrick Elementary,Teacher,02032,"$41,388.54 ",,,
Green Academy,Teacher,02121,"$65,190.35 ",,,
BPS Mckay Elementary,Teacher,02140,,,,
BPS Ohrenberger Elementary,Teacher,02021,"$47,373.92 ",,,
BPS Bradley Elementary,Teacher,01890,"$86,447.34 ",,,
BPS Special Education,Teacher,02356,"$100,256.59 ",,,
Mayor's Office,Chief Policy & Planning,02124,"$144,199.90 ",,,
Lyon K-8,Teacher,02155,"$101,247.12 ",,,
BPS Adams Elementary,Teacher,01945,"$103,492.87 ",,,
"Kennedy, EM Health Academy",Nurse,01527,"$92,179.45 ",,,
Quincy Upper School,Nurse,02421,"$74,022.51 ",,,
BPS Welcome Services,Hot Line Worker,02124,"$4,755.92 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02139,"$18,104.75 ",,,
ASD Office of Budget Mangmnt,Sr Advisor (OBM),02130,"$113,241.89 ",,,
Gardner Pilot  Academy,Teacher,02478,"$102,051.14 ",,,
BPS Athletics,Sen  Program Coord (D),02122,"$86,538.02 ",,,
Dudley St. Neighborhood School,Manager (D) (non-ac),02066,"$101,267.92 ",,,
Warren/Prescott K-8,Teacher,02139,"$97,465.98 ",,,
BPS Health Service,Prin Clerk Typist 27,02136,"$58,796.05 ",,,
BPS Madison Park High,Librarian,02128,"$96,512.73 ",,,
BPS Carter Center,Teacher,02131,"$94,700.35 ",,,
Quincy Upper School,Teacher,02120,"$92,808.17 ",,,
Roosevelt K-8,Prin Clerk/School Sec 19,02136,"$53,433.54 ",,,
BPS Brighton High,Teacher,02131,"$107,572.68 ",,,
BPS Special Education,SpEd Support Svcs Supervisor,02127,"$120,845.92 ",,,
BPS Russell Elementary,Teacher,02128,"$91,481.47 ",,,
BPS Edwards Middle,Teacher,01908,"$110,870.50 ",,,
BPS South Boston HS - Excel,Prin Clerk/School Sec 19,02131,"$51,258.40 ",,,
BPS Everett Elementary,Teacher,02131,"$101,783.19 ",,,
Newcomers Academy,Community Field Coordinator,02136,"$43,153.81 ",,,
BPS Blackstone Elementary,Paraprofessional,02119,"$37,026.02 ",,,
BPS Counseling Service,School Psychologist(1),02322,"$101,244.88 ",,,
BPS Hale Elementary,Prin Clerk/School Sec 19,02124,"$49,979.22 ",,,
BPS School Safety Service,Sergeant-Bps Police,02301,"$58,164.00 ",,,
Lyon K-8,Teacher,02062,"$101,698.29 ",,,
Jackson/Mann K-8,Lunch Hour Monitors,02125,"$15,338.85 ",,,
Boston Cntr - Youth & Families,Sr Streetworker,02124,"$54,410.21 ",,,
BPS Athletics,Coach (NonTPP),03858,,,,
BPS Mckay Elementary,Director (D) (non-ac),01835,"$104,156.75 ",,,
Alighieri Montessori School,Principal Elementary,02180,"$129,037.84 ",,,
Newcomers Academy,Teacher,02145,"$107,925.75 ",,,
Lyndon K-8,Cafeteria Manager 12,02132,"$42,589.05 ",,,
BPS Horace Mann,Paraprofessional,01862,"$31,919.53 ",,,
Gardner Pilot  Academy,Teacher,01810,"$93,017.63 ",,,
BPS Horace Mann,Paraprofessional,01906,"$38,483.65 ",,,
Henderson Elementary,Teacher,02169,"$106,483.86 ",,,
BPS McCormack Middle,Teacher,02119,"$99,789.74 ",,,
BPS Orchard Gardens K-8 Pilot,Teacher,02026,"$94,597.87 ",,,
