DepartmentName,JobTitle,Salary,Zip
BPS Latin Academy,Staff Asst (B),"$73,690.69",
Perry K-8,Teacher,"$103,634.37",
BPS Boston Evening Academy,Registrar,"$93,232.99",
Lyon Pilot High 9-12,Lead Satellite Attendant B,"$17,964.48",
Tech Boston Academy,Part-Time Cafeteria Attendant,"$13,341.03",
BPS Winthrop Elementary,Lead Satellite Attendant A,"$25,546.73",
BPS Condon Elementary,Part-Time Cafeteria Attendant,"$15,859.18",
Kilmer K-8,Teacher,"$94,459.36",
Warren/Prescott K-8,Teacher,"$84,457.81",
Frederick Pilot Middle,Teacher,"$94,526.04",
BPS Lee Elementary,SpEd Support Svcs Coordinator,"$106,163.26",
BPS Community Academy,Director (C),"$86,918.35",
Teaching & Learning,Technician (B),"$49,910.38",
BPS Latin Academy,Teacher,,
BPS Boston Latin,Teacher,"$95,273.53",
BPS Madison Park High,Teacher,"$97,149.00",
BPS Adams Elementary,Teacher,"$88,826.56",
Boston Fire Department,Fire Captain-AdvanceTechnician,"$147,543.05",
Boston Police Department,Police Clerk And Typist,"$46,817.55",
BPS Irving Middle,Student Dev Counselor (1),"$62,483.04",
BPS Athletics,Coach (TPP),"$13,300.34",
"Kennedy, PJ Elementary",Teacher,"$92,272.41",
East Boston EEC,Teacher,"$90,937.80",
BPS Adams Elementary,Teacher,"$101,698.29",
Chief Financial Officer,Project Manager (C),"$108,283.05",
BPS Bradley Elementary,Lunch Hour Monitors,"$8,623.68",
King K-8,Principal Middle,"$121,171.74",
BPS South Boston HS - Excel,SpEd Support Svcs Coordinator,"$25,598.50",
BPS Winship Elementary,Principal Elementary,"$128,434.09",
BPS Human Resource Team,Employment Agreement,"$3,000.00",
Ellison/Parks EES,Prin Clerk/School Sec 19,"$51,864.00",
BPS Facility Management,Jr Custodian,"$48,263.63",
BPS Guild Elementary,Teacher,"$99,789.74",
Mission Hill K-8,Teacher,"$68,283.81",
Boston Police Department,Police Dispatcher,"$76,232.59",
BPS Lee Elementary,Teacher,"$95,142.47",
Henderson Elementary,Teacher,"$2,632.56",
BPS South Boston High,Part-Time Cafeteria Attendant,"$14,321.40",
BPS Another Course To Colleg,Part-Time Cafeteria Attendant,"$25,448.20",
Parks Department,Sr Personnel Officer II,"$66,125.62",
BPS Mckay Elementary,Teacher,"$92,135.85",
Boston Public Library,Carpenter,"$53,893.14",
BPS Boston International HS,Teacher,"$111,540.47",
Lyndon K-8,Teacher,"$97,674.74",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$4,290.21",
BPS Transportation,Standby Cab Monitor HE,"$23,004.87",
Lyon K-8,Teacher,"$82,484.11",
Hernandez K-8,Teacher,"$92,277.35",
Umana Middle,Teacher,"$95,046.31",
BPS Clap Elementary,Teacher,"$98,492.91",
BPS MPH\Health Academy,Teacher,,
Boston Public Library,Jr Building Custodian,"$46,668.36",
Teaching & Learning,Director (Basas 12B Acad),"$128,943.88",
Hurley K-8,Paraprofessional,"$33,400.11",
Lyon K-8,Paraprofessional,"$42,393.85",
Tech Boston Academy,Jr Coordinator (B),"$75,993.25",
Boston Police Department,Police Sergeant,"$94,694.17",
Emergency Management,Exec Asst,"$71,503.60",
Boston Police Department,Police Sergeant,"$100,546.10",
Jackson/Mann K-8,Teacher,"$110,503.24",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$4,196.30",
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,"$86,279.10",
BPS Channing Elementary,Lunch Hour Monitors,"$8,748.06",
King K-8,Teacher,"$103,614.02",
HPEC: Com Acd Science & Health,Lead Satellite Attendant A,"$25,455.04",
Margarita Muniz Academy,Teacher,"$86,806.60",
BPS Cl#10 Lee Academy,Teacher,"$26,895.75",
BPS New Mission Pilot,Community Field Coordinator,"$77,935.42",
BPS Condon Elementary,Teacher,"$103,492.87",
BPS South Boston High,Part-Time Cafeteria Attendant,"$24,255.10",
Warren/Prescott K-8,Teacher,"$104,733.21",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$49,115.05",
BPS Condon Elementary,Teacher,"$94,459.36",
Boston Retirement System,Board Member(Ret),"$4,500.08",
BPS South Boston HS - Excel,Staff Asst (B),"$70,757.28",
BPS Mason Elementary,Teacher,"$102,051.14",
Lyndon K-8,Teacher,"$95,341.39",
Greater Egleston High,Teacher,"$97,674.74",
Mission Hill K-8,Teacher,"$68,283.81",
BPS Conley Elementary,Paraprofessional,"$28,484.97",
BPS Higginson Elementary,Teacher,"$95,716.92",
Parks Department,Park Maint Foreprs##,"$51,735.20",
BPS Facility Mgmt/A & R,Sen Supv-Sch Bld Plmg & Gsftg,"$86,698.18",
BPS Quincy Elementary,Teacher,"$99,116.20",
BPS South Boston HS - Excel,Asst Headmaster,"$114,406.29",
BPS Ellis Elementary,Specialist (BTU),"$92,135.85",
Baldwin ELC,Library Paraprofessional,"$26,038.69",
Public Works Department,Sr Admin Asst,"$50,117.04",
BPS Labor Relations,Attorney (D),"$107,037.53",
BPS Chittick Elementary,Teacher,"$73,387.24",
Mission Hill K-8,Teacher,"$102,517.50",
BPS Philbrick Elementary,Lunch Hour Monitors,"$1,451.10",
Boston Public Library,Manager of Online Web Serv,"$108,717.17",
BPS Snowden International Hi,Headmaster,"$128,434.09",
Mattapan Early Elementary,Lunch Hour Monitors,"$7,490.44",
BPS School Safety Service,Sergeant-Bps Police,"$76,040.98",
Greater Egleston High,Teacher,"$88,368.58",
BPS McCormack Middle,Nurse,"$91,494.65",
Boston Fire Department,Fire Fighter-AdvanceTechnician,"$108,893.62",
Boston Fire Department,Fire Lieutenant,"$124,947.70",
BPS Horace Mann,Teacher,"$104,946.13",
Boston Retirement System,Prin Accountant,"$69,215.28",
Boston Fire Department,Fire Fighter,"$94,154.13",
BPS Snowden International Hi,Teacher,"$103,189.31",
Boston Cntr - Youth & Families,Youth Worker,"$48,263.44",
Edison K-8,Paraprofessional,"$33,100.10",
BPS Philbrick Elementary,Teacher,"$54,318.34",
Boston Public Library,Library Aide,"$2,368.00",
BPS Latin Academy,Teacher,"$100,167.44",
BPS Holmes Elementary,Teacher,"$75,880.51",
Boston Police Department,ChCommEquipOper I (SCTT),"$59,017.79",
Info & Instr Technology,Specialist (C),"$93,029.71",
BPS Winthrop Elementary,Lunch Hour Monitors,"$7,849.76",
BPS Mendell Elementary,Lead Satellite Attendant B,"$24,249.63",
Transportation-Parking Clerk,Claims Investigator(Opc),"$36,102.94",
Traffic Division,Parking Meter Supervisor,"$53,376.86",
BPS East Boston High,Teacher,,
BPS Taylor Elementary,Teacher,"$92,135.85",
BPS Tynan Elementary,Teacher,"$88,338.47",
Young Achievers K-8,Community Field Coordinator,"$56,912.84",
Boston Cntr - Youth & Families,Athletic Assistant,"$40,991.73",
BPS Condon Elementary,Prin Clerk/School Sec 19,"$52,144.75",
Gardner Pilot  Academy,Teacher,"$93,558.01",
BPS Facility Management,Jr Custodian,"$50,061.61",
Traffic Division,Parking Meter Opr Person I##,$713.09,
Boston Cntr - Youth & Families,Athletic Director,"$47,037.92",
Assessing Department,Supv-Asst Assessors,"$67,137.10",
Boston Cntr - Youth & Families,Athletic Assistant,"$41,408.95",
"Kennedy, EM Health Academy",Teacher,"$104,742.43",
BPS O'Bryant School,Teacher,"$51,471.41",
Elderly Commission,Dep Commissioner of Finance,"$79,999.96",
Henderson Elementary,Paraprofessional,"$36,278.75",
BPS Brighton High,Teacher,"$107,572.68",
BPS Boston Latin,Guidance Counselor(1),"$95,341.39",
BPS Conley Elementary,Teacher,"$92,135.85",
BPS Irving Middle,Paraprofessional,"$32,101.80",
BPS Facility Management,Recyle Oper 12,"$34,821.64",
Boston Cntr - Youth & Families,Youth Worker,"$48,404.27",
Inspectional Services Dept,Envrnmntl Health Inspector I,"$56,008.40",
Young Achievers K-8,Community Field Coordinator,"$65,610.30",
Boston Police Department,Police Dispatcher,"$77,246.58",
Curley K-8,Paraprofessional,"$27,737.81",
BPS Human Resource Team,Teacher,"$73,269.85",
BPS Conley Elementary,Teacher,"$101,698.29",
BPS Boston Evening Academy,Teacher,"$90,694.12",
BPS Ellis Elementary,Part-Time Cafeteria Attendant,"$14,090.85",
Enrollment Services,Assignment Transfer Spec.,"$94,159.03",
Dpt of Innovation & Technology,Sr Data Proc Sys Anl (ASD/DPU),"$113,451.84",
BPS Trotter Elementary,Lunch Hour Monitors,"$8,374.92",
Haynes EEC,Lead Satellite Attendant B,"$26,806.38",
Parks Department,Exec  Asst  (CC),"$81,308.35",
BPS Horace Mann,Teacher,"$99,920.07",
Parks Department,Park Keeper,"$43,321.38",
Boston Cntr - Youth & Families,Program Supervisor,"$67,780.38",
Boston Fire Department,Prin Fire Alarm Operator,"$141,675.33",
Boston Fire Department,Fire Alarm Operator,"$110,462.18",
Boston Fire Department,Sr Fire Alarm Operator,"$129,386.84",
UP Academy Holland,Part-Time Cafeteria Attendant,"$13,056.30",
BPS Charlestown High,Community Field Coordinator,"$23,137.64",
BPS Orchard Gardens K-8 Pilot,Lunch Hour Monitors,"$8,540.76",
Alighieri Montessori School,Prin Clerk/School Sec 19,"$42,212.01",
Achievement Gap,Teacher,"$28,440.62",
BPS Brighton High,Paraprofessional,"$39,012.42",
BPS Russell Elementary,Paraprofessional,"$28,736.50",
Warren/Prescott K-8,Teacher,"$99,789.74",
Baldwin ELC,Teacher,"$97,674.74",
BPS Horace Mann,Sign Language Interpreter,"$53,688.76",
Property Management,MaintMechPaint(PMDGraffRemoval,"$44,586.19",
BPS Facility Management,Part-Time Custodian,$243.72,
BPS Orchard Gardens K-8 Pilot,Teacher,"$101,801.99",
BPS Hennigan Elementary,Prin Clerk/School Sec 19,"$50,879.34",
BPS Orchard Gardens K-8 Pilot,Director (D) (non-ac),"$102,989.39",
BPS Condon Elementary,Principal Elementary,"$151,103.41",
Tobin K-8,Teacher,"$97,703.98",
Edison K-8,Lunch Hour Monitors,$919.03,
BPS Facility Management,Sen Cust C/Nights,"$52,457.71",
Parks Department,Maint Mech Frprs (Welder),"$57,279.41",
Boston Police Department,Communic. EquipOp II 9II(SS),"$51,755.91",
Consumer Affairs & Licensing,Receptionist/Secretary,"$5,274.09",
BPS East Boston High,Student Dev Counselor (1),"$71,931.74",
Kilmer K-8,Specialist (BTU),"$76,720.27",
BPS Irving Middle,Prin Clerk/School Sec 19,"$60,541.65",
Elderly Commission,Driver,"$43,224.34",
Warren/Prescott K-8,Teacher,"$75,564.24",
West Roxbury Academy,Teacher,"$93,017.63",
Frederick Pilot Middle,Teacher,"$95,279.17",
Parks Department,Park Keeper,"$39,020.86",
Dudley St. Neighborhood School,Teacher,"$24,695.55",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$23,380.76",
BPS South Boston HS - Excel,Teacher,,
BPS Condon Elementary,Nurse,"$99,116.20",
BPS Madison Park High,Community Field Coordinator,"$69,982.26",
UP Academy Dorchester,Teacher,"$30,364.65",
Public Works Department,Hvy Mtr Equi Repairpr Class II,"$70,355.59",
BPS Latin Academy,Teacher,"$95,950.35",
Boston Fire Department,Fire Fighter,"$105,936.07",
BPS Facility Management,Sen Cust C,"$58,133.08",
BPS Facility Management,Head Grounds Keeper,"$71,911.26",
Boston Police Department,Police Offc Mobile Offc 2$6,"$88,977.74",
Boston Police Department,Exec Sec (B.P.D.),"$64,007.34",
BPS Brighton High,Community Field Coordinator,"$73,630.01",
BPS Facility Management,Sen Cust C/Nights,"$60,106.89",
BPS Facility Management,Sen Cust C,"$38,669.99",
Public Works Department,Motor Equip Oper & Pw Lbr,"$35,068.35",
BPS Russell Elementary,Teacher,"$74,485.97",
Public Works Department,Motor Equip Oper & Pw Lbr,"$39,248.74",
Boston Police Department,Exec Asst (BPD),"$120,412.36",
BPS Latin Academy,Teacher,"$88,368.58",
Elderly Commission,Dep Commissioner of Operations,"$80,315.98",
BPS Latin Academy,Teacher,"$95,341.39",
BPS Special Education,ABA Specialist (BTU),"$51,271.66",
BPS Sumner Elementary,Part-Time Cafeteria Attendant,"$17,251.96",
Boston Police Department,Communic. EquipOp II 9II(SS),"$51,403.76",
Boston Public Library,Budget & Procurement Manager,"$100,074.91",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$18,760.85",
BPS Adams Elementary,Teacher,"$92,164.15",
BPS East Boston High,Teacher,"$85,790.60",
King K-8,Teacher,"$87,915.51",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$55,949.74",
BPS Holmes Elementary,Paraprofessional,"$38,157.29",
Property Management,Security Offc (Prot Ser),"$48,873.50",
BPS Bates Elementary,Lunch Hour Monitors,"$2,487.60",
BPS Lee Elementary,Teacher,"$97,465.98",
Edison K-8,Paraprofessional,"$5,957.56",
BPS Latin Academy,Teacher,"$88,368.58",
Election Division,Asst Reg Voters,"$44,660.61",
WREC: Urban Science Academy,Teacher,"$95,341.39",
BPS English High,Teacher,"$104,199.09",
Warren/Prescott K-8,Teacher,"$97,465.98",
BPS Charlestown High,Guidance Counselor(1),"$80,401.62",
West Roxbury Academy,Teacher,"$77,493.15",
BPS Community Academy,Social Worker/Coordinator,"$97,674.74",
Early Learning Services,Sen Specialist  (D),"$100,986.29",
BPS Mason Elementary,Community Field Coordinator,"$50,568.59",
Cemetery Division,Grave Digger,"$43,937.71",
Haley Pilot,Teacher,"$95,341.39",
BPS Mendell Elementary,Principal Elementary,"$130,287.92",
Boston Police Department,Police Dispatcher,"$70,345.16",
Boston Cntr - Youth & Families,Building Asst,"$40,804.40",
Roosevelt K-8,Teacher,"$105,718.15",
Boston Public Library,Generalist II,"$71,462.60",
Newcomers Academy,Teacher,"$64,073.12",
BPS Boston Latin,Guidance Counselor(1),"$91,170.03",
BPS Health and Wellness,Asst Director (D) (non ac),"$99,736.21",
Neighborhood Development,HMIS Administrator,"$88,103.61",
BPS Lee Elementary,Teacher,"$63,793.82",
Gardner Pilot  Academy,Teacher,"$103,070.57",
Traffic Division,Vehicle Impound Specialist ##,"$47,898.40",
BPS McCormack Middle,Community Field Coordinator,"$53,124.77",
Boston Fire Department,Data Proc Equip Tech,"$52,267.88",
Assessing Department,Asst Assessor,"$29,152.38",
Boston Cntr - Youth & Families,Dep Comm,"$97,850.03",
BPS Bradley Elementary,Teacher,"$94,270.97",
Boston Cntr - Youth & Families,Maint Worker/Custodian,"$44,636.23",
BPS Dearborn Middle,Social Worker/Coordinator,"$98,178.27",
Boston Fire Department,Fire Captain-Technician,"$139,117.49",
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,"$87,940.42",
Boston Police Department,Exec Sec (B.P.D.),"$64,007.35",
Assessing Department,Sr Data Proc Sys Anl,"$97,647.08",
BPS Welcome Services,Director (D) (non-ac),"$98,081.56",
BPS Facility Management,Jr Cust/Nights,"$50,291.72",
Public Facilities Department,Clerk of Works II (PFD),"$79,075.63",
Tech Boston Academy,Teacher,"$89,449.66",
BPS Facility Management,Sen Cust C/Nights,"$55,682.98",
BPS Orchard Gardens K-8 Pilot,Teacher,"$77,691.17",
Law Department,Asst Corp Counsel I,"$47,391.03",
BPS Fenway High,Community Field Coordinator,"$40,612.86",
Boston Cntr - Youth & Families,Asst Pool Manager,"$61,636.25",
Inspectional Services Dept,Wire Inspector,"$82,346.52",
Hurley K-8,Teacher,"$91,318.49",
Public Works Department,Highway Maint Frprs (Pwd)##,"$56,941.23",
BPS Facility Mgmt/A & R,Sen Supv Schl Bldg Electrical,"$76,415.25",
BPS Special Education,ABA Specialist (BTU),"$44,434.33",
BPS Horace Mann,Paraprofessional,"$37,936.83",
BPS Murphy Elementary,Teacher,"$106,825.72",
BPS Otis Elementary,Prin Clerk/School Sec 19,"$52,091.84",
Perry K-8,Teacher,"$92,135.85",
BPS Fenway High,Teacher,,
BPS Community Academy,Teacher,"$94,694.12",
BPS Athletics,Director (BASAS 11B),"$125,455.98",
BPS Mckay Elementary,Teacher,"$96,783.12",
BPS Holmes Elementary,Principal Elementary,"$130,484.19",
Curley K-8,Principal Middle,"$151,903.43",
BPS O'Bryant School,Teacher,,
BPS Perkins Elementary,Teacher,"$114,845.12",
BPS South Boston HS - Excel,Teacher,"$100,256.59",
BPS Trotter Elementary,Teacher,"$67,188.48",
BPS Brighton High,Teacher,"$99,162.42",
Public Works Department,Laborer Seasonal  (PW),"$8,592.58",
BPS Timilty Middle,Teacher,,
Gardner Pilot  Academy,Program Director (C),"$114,620.10",
Mattapan Early Elementary,Teacher,"$106,147.42",
Curley K-8,Specialist (BTU),"$97,437.35",
Cemetery Division,Prin Clerk & Typist,"$43,563.50",
Boston Public Library,Dir of Library Services,"$139,244.08",
BPS Edwards Middle,Teacher,"$106,584.39",
Lyndon K-8,Teacher,"$94,526.04",
BPS Charlestown High,Teacher,"$47,670.60",
Diplomas Plus,Teacher,"$105,705.03",
HPEC: Com Acd Science & Health,Teacher,"$100,256.59",
BPS Clap Elementary,Teacher,"$97,606.71",
Parks Department,Laborer (Park),"$38,729.11",
BPS Boston International HS,Prin Clerk/School Sec 21,"$51,860.64",
BPS New Mission Pilot,Prin Clerk/School Sec 21,"$51,860.64",
Diplomas Plus,Teacher,"$97,674.74",
BPS New Mission Pilot,Teacher,"$103,096.76",
BPS Russell Elementary,Teacher,"$99,116.20",
BPS Edwards Middle,Social Worker/Coordinator,"$114,435.57",
Tech Boston Academy,Teacher,"$95,276.20",
BPS McKinley Middle,Teacher,"$98,115.66",
BPS Everett Elementary,Teacher,"$91,605.27",
BPS McCormack Middle,Teacher,,
BPS Transportation,Manager (C) (non-ac),"$55,119.88",
Parks Department,MaintMechaFrprs(Machi/Parks),"$55,192.50",
HPEC: Com Acd Science & Health,Teacher,"$95,341.39",
BPS Timilty Middle,Teacher,"$108,604.84",
BPS Quincy Elementary,Teacher,"$76,248.74",
BPS Fenway High,Teacher,"$105,074.17",
BPS Dearborn Middle,Headmaster,"$140,061.51",
BPS Counseling Service,School Psychologist(1),"$103,070.57",
Green Academy,Teacher,"$88,368.58",
HPEC: Com Acd Science & Health,Rotc Instructor,"$102,051.14",
Green Academy,Teacher,"$72,028.15",
BPS Condon Elementary,Teacher,"$103,492.87",
West Roxbury Academy,Teacher,"$66,022.90",
BPS Trotter Elementary,Teacher,"$95,902.13",
BPS Boston Evening Academy,Teacher,"$95,341.39",
BPS Holmes Elementary,Teacher,"$111,118.87",
Frederick Pilot Middle,Teacher,"$92,202.53",
BPS Harvard/Kent Elementary,Teacher,"$104,580.48",
BPS Burke High,Teacher,,
BPS English High,Coord-Manager (B),"$75,568.42",
Boston Fire Department,Supv -  Management Svcs,"$61,528.93",
BPS Edwards Middle,Teacher,"$102,193.06",
Hernandez K-8,Teacher,"$99,116.20",
BPS Horace Mann,Program Director (Basas 9A),"$116,021.12",
Eliot K-8,Paraprofessional,"$31,548.25",
BPS Quincy Elementary,Teacher,"$92,135.85",
BPS Special Education,Prin Clerk Typist 19,"$50,393.65",
BPS Facility Management,Part-Time Custodian,"$10,331.02",
Property Management,Contract Manager,"$79,238.44",
BPS South Boston HS - Excel,Teacher,,
West Zone ELC,Surround Care Paraprofessional,"$40,526.32",
Henderson Elementary,Director Of Instruction,"$102,092.21",
BPS Boston Latin,Program Director (Basas 9A),"$116,993.08",
BPS South Boston HS - Excel,Headmaster,"$140,766.13",
BPS Guild Elementary,Teacher,"$106,499.49",
Fair Housing & Equity,Member-Fair Housing Comm,"$3,200.00",
BPS Bates Elementary,Teacher,"$103,492.87",
Henderson Elementary,Teacher,"$33,070.24",
Dudley St. Neighborhood School,Teacher,"$90,694.12",
BPS Special Education,ABA Specialist (BTU),"$74,222.98",
BPS Philbrick Elementary,Teacher,"$41,388.54",
